膨化点心,1,3.3
膨化点心,1,3.5
卫生巾,1,5.7
蔬菜,0.402,1.8
果汁饮料,3,3.9
膨化点心,1,3.9
糖果,1,3.5
乳饮料,1,2.9
液体调料,1,12.9
纸制品,1,5.9
调味酱,1,7.9
袋装速食面,1,0.5
冷藏乳品,1,12.9
饼干,0.454,19.8
膨化点心,1,2.9
乳饮料,1,5.5
巧克力,1,7.9
液体调料,1,12.9
蔬菜,0.376,9.6
蔬菜,0.355,3.96
水果,1.212,9.96
蔬菜,0.596,5.8
口腔卫生用品,1,8
加工豆类,2,1.5
膨化点心,1,7.9
口腔卫生用品,1,18.9
膨化点心,1,2.9
冷藏肉制品,1,18.5
冲调食品,1,22.7
蜂蜜/面包酱,1,20.3
桶杯装速食面,1,4.5
膨化点心,1,3.3
蛋类,0.84,6.78
袋装速食面组,1,21.8
袋装速食面,1,2.5
常温乳品,12,4.6
水果,0.865,5.96
袋装速食面,9,0.5
桶杯装速食面,1,5.5
蔬菜,0.692,1.98
水果,1.208,10
水果,2.4,5.96
卫生巾,1,9.9
饼干,1,3.7
五谷杂粮,0.77,6.9
一次性用品,1,1
调味酱,1,6.9
即食熟制品,1,19.8
常温乳品,12,5.5
炒货,1,8.7
果冻,1,3.9
水果,0.324,15.9
糕点,1,15.9
蔬菜,0.39,6.56
盐/糖,1,5.9
糕点,0.278,25
饼干,1,4.7
现制中式面点,2,1
液体调料,1,12.9
纸制品,1,16.5
膨化点心,1,7.9
果汁饮料,1,5
蜜饯,1,2.7
即食熟制品,1,4
蔬菜,0.508,1.76
液体调料,1,25.3
蛋类,1.786,6.78
纸制品,1,21.9
蔬菜,0.704,3.96
蔬菜,0.622,1.8
桶杯装速食面,1,6.5
洗衣用品,1,19.9
益智玩具,1,4.3
蔬菜,0.22,6.56
学生用品,1,3.3
蔬菜,0.128,5
袋装速食面,1,3
饼干,1,3
膨化点心,1,2.7
饼干,1,4.7
蜜饯,1,4.9
娱乐玩具,1,8.3
袋装速食面,1,3
水果,1.324,9.96
浴厕厨清洁剂,1,2.9
蔬菜,0.282,12
卤制熟食,0.274,56
加工豆类,2,1.5
罐头,12,3.2
冲调食品,1,13.9
膨化点心,1,4.3
饼干,0.166,59.8
蔬菜,0.272,2
酱菜类,1,1.7
糕点,0.152,39.8
盐/糖,1,2.8
酱菜类,4,0.5
酱菜类,1,1.5
五谷杂粮,0.781,5.9
蔬菜,0.312,3.96
浴厕厨清洁剂,1,26.9
水果,1.233,5.96
水果,0.932,10
饼干,1,4.5
膨化点心,1,3.9
袋装速食面,1,3
糖果,1,5.9
猪肉,0.174,29.8
水果,1.267,5.96
饼干,1,4.3
膨化点心,1,1
液体调料,1,7.9
即食熟制品,1,12.9
常温乳品,24,3
酱菜类,1,7.7
口腔卫生用品,1,9.9
蛋类,1.126,19.2
洗衣用品,1,16.9
卫生巾,1,7.9
果冻,0.214,27.8
蛋类,0.404,6.78
蔬菜,0.252,3.96
果汁饮料,1,3.5
水果,1.398,10
水果,1.285,5.96
水果,0.974,4
益智玩具,1,29.9
液体调料,1,1.1
蔬菜,0.158,9.6
蔬菜,0.888,1.8
水果,0.775,3.98
蔬菜,0.475,3.96
纸制品,1,14.5
保养用品,1,19.9
蔬菜,1.513,3.96
液体调料,1,6.9
巧克力,1,52
口香糖,1,1.5
膨化点心,1,3.9
即食熟制品,1,13.9
冷藏乳品,1,3.9
蔬菜,0.398,12
卫生巾,1,9.5
蔬菜,0.614,1.76
学生用品,1,1
袋装速食面,1,0.5
水果,1.288,2
袋装速食面,1,3
调味料,1,7.3
蔬菜,1,30
水果,0.97,4
洗衣用品,1,15.9
猪肉,0.642,27.8
蔬菜,0.64,1.8
糖果,1,10.9
膨化点心,1,3.3
蔬菜,1.22,2.58
净水,8,2.5
膨化点心,1,7.5
蜜饯,1,11.9
纯果汁,1,5.7
猪肉,1.262,41.8
液体调料,1,1.9
现制中式面点,4,0.5
蛋类,1.606,6.78
炒货,0.786,11.8
水果,0.728,9.96
炒货,1,3.5
蔬菜,0.58,3.96
蔬菜,1.353,2.56
保养用品,1,15.9
饼干,0.41,19.8
南北干货,0.322,70
蔬菜,4,2
膨化点心,1,3.3
地垫类,1,8
常温乳品,12,3.5
袋装速食面,1,0.5
蔬菜,0.35,7.96
五谷杂粮,1,44.9
口腔卫生用品,1,9.9
蔬菜,0.128,12
冲饮品,1,3
膨化点心,1,3.3
口腔卫生用品,1,12.9
洗浴用品,1,4.9
糕点,0.4,15.8
膨化点心,1,3.5
蔬菜,0.393,3.96
糕点,0.292,51.6
饼干,4,3.7
一次性用品,1,1.5
饼干,1,5.5
冷藏乳品,1,8
果汁饮料,1,3.5
袋装速食面,1,3
水果,0.872,10
水果,1.088,10
巧克力,1,4.5
蔬菜,0.454,4
五谷杂粮,1,40.9
蔬菜,0.058,16.8
膨化点心,1,3.3
果汁饮料,1,3
糖果,1,4.9
常温乳品,1,66
蔬菜,0.302,5
膨化点心,1,33.9
蛋类,0.824,6.78
饼干,1,4.3
运动机能饮料,1,4
巧克力,1,14.3
蔬菜,0.61,3.96
常温肉制品,1,13.3
袋装速食面,1,3
蔬菜,0.384,9.6
蔬菜,0.59,9.96
常温肉制品,1,16.3
饼干,1,2.9
外送面包糕点,0.27,17.8
无糖食品,1,20
洗衣用品,1,22.9
纸制品,1,11.9
巧克力,1,7.9
蔬菜,0.717,5.8
水果,1.102,3.98
口香糖,1,5.2
蔬菜,0.442,18
现制中式面点,4,0.5
水果,1.366,2
蔬菜,1,18
糕点,1,6.7
膨化点心,1,5.9
果冻,0.362,11.6
糕点,1,10.7
饼干,1,8.9
液体调料,1,4.9
液体调料,1,12.3
常温肉制品,1,13.3
腌腊制品,1,9.9
蛋类,0.814,6.78
饼干,1,16.9
蔬菜,0.252,1.8
常温乳品,12,5.3
净水,1,2.5
凉拌熟食,0.26,20
口香糖,1,9.9
蔬菜,0.232,5.6
水果,2.336,5.96
桶杯装速食面,1,5.7
加工豆类,0.168,7.76
蔬菜,0.122,5
口香糖,1,10.4
奶粉,1,19.9
调味料,1,8.5
水果,1.644,11.98
调味料,1,3.9
蔬菜,0.452,1.76
常温乳品,1,65
盐/糖,5,2.3
液体调料,1,6.7
一次性用品,1,6
蔬菜,0.456,5.8
饼干,1,6.9
水果,0.306,15.9
凉拌熟食,0.484,20
酱菜类,0.332,9.8
蔬菜,0.294,5.6
水果,1.165,15.96
卫生巾,1,12.9
膨化点心,1,4.3
五谷杂粮,1.006,9.9
罐头,1,8.9
水果,1.072,17.6
碳酸饮料,1,6.9
蔬菜,0.536,12
卫生巾,1,9.9
进口食品,1,13.6
蔬菜,0.792,56
冲调食品,1,16.3
进口食品,1,14.5
五谷杂粮,1.094,10.9
液体调料,1,8.2
糕点,0.214,27.8
调味料,1,8.9
即食熟制品,1,6.5
口香糖,1,9.9
炒货,1,5.3
桶杯装速食面,1,4
膨化点心,1,3.6
果冻,1,2.5
卫生巾,1,8.7
酱菜类,1,0.5
蔬菜,0.702,2.56
蜂蜜/面包酱,1,21.9
盐/糖,1,6.8
饼干,1,6.5
本类,1,4.3
纸制品,1,14.5
膨化点心,1,7.5
猪肉,0.792,27.8
巧克力,1,5
加工豆类,0.332,9.96
膨化点心,1,3.5
罐头,1,15.9
南北干货,0.232,89.8
蔬菜,0.458,3.96
袋装速食面,1,0.5
调味酱,1,6.7
冷藏乳品,1,7.5
果冻,1,3.3
饼干,1,19.9
奶粉,1,25.9
蔬菜,0.74,2.58
卫生巾,1,4.7
食用油,1,56.9
饼干,1,11.3
蔬菜,0.182,3.96
卤制熟食,0.218,80
膨化点心,1,3.6
巧克力,1,47
碳酸饮料,1,3
饼干,1,21.9
饼干,1,8.9
膨化点心,1,8.5
常温乳品,12,7.1
蔬菜,0.498,3.96
冰鲜水产,0.808,30
水果,0.801,5.96
水果,1.794,11.98
口香糖,1,10.4
纸制品,1,15.5
饼干,0.198,19.8
冷藏乳品,1,11.9
蜜饯,1,4.2
饼干,0.594,19.8
饼干,1,27.9
蔬菜,1.118,3.96
饼干,1,6.9
果汁饮料,1,5
蔬菜,0.558,1.98
蔬菜,0.912,2.56
炒货,0.35,13.8
水果,1.85,17.6
炒货,1,4.9
蔬菜,0.322,16
调味料,3,1
蔬菜,0.6,1.98
蔬菜,2.082,2.56
蔬菜,0.23,3.56
蔬菜,1.054,2.56
蔬菜,0.494,3.96
口香糖,1,9.9
蛋类,1.168,19.8
盐/糖,1,6.8
液体调料,1,3.8
液体调料,1,4.3
浴厕厨清洁剂,1,17.9
水果,0.712,10
蔬菜,0.364,7.96
膨化点心,1,8.7
糕点,0.22,15.8
蛋类,1.13,19.2
一次性用品,1,6
膨化点心,1,8.5
冷藏乳品,1,12.9
加工豆类,2,1.5
蛋类,0.964,6.78
糕点,0.402,19.6
常温肉制品,1,16.3
常温乳品,16,2.8
蔬菜,0.636,6.56
调味酱,1,7.9
炒货,1,8.9
调味料,1,3.7
饼干,1,4.3
常温乳品,2,2.8
蔬菜,0.542,5
糕点,1,17.9
即食熟制品,0.218,60
饮水机,1,79
加工豆类,0.294,7.76
加工豆类,2,1.5
冷藏乳品,1,4.2
蔬菜,0.782,5.56
盐/糖,1,2.3
膨化点心,1,8.9
蔬菜,0.366,12
常温乳品,24,3.1
无糖食品,1,23
饼干,0.232,19.6
蜜饯,1,4.7
卫生巾,1,9.7
调味酱,1,7.7
水果,1.748,17.6
炒货,1,7.9
冷藏乳品,1,11
蔬菜,0.434,18
水果,2.7,27.8
液体调料,1,1.3
蔬菜,1.536,5.8
饼干,1,3.9
口香糖,1,10
猪肉,0.256,19.8
学生用品,1,1
水果,0.678,17.8
冷冻水饺,1,10.3
学生用品,1,4.7
时装包袋,86,0
蔬菜,0.588,4.56
常温乳品,16,2.1
蔬菜,0.428,1.8
炒货,1,2.9
常温乳品,1,9.8
蔬菜,0.706,5.6
盐/糖,1,11.7
糕点,0.246,19
即食熟制品,1,4.3
炒货,0.248,11.8
蔬菜,0.305,3.96
蔬菜,0.288,3.96
蔬菜,4,2
水果,1.058,15.96
蔬菜,0.588,2.58
蔬菜,0.49,6.56
袋装速食面组,1,14.7
冷藏乳品,1,12.9
蔬菜,0.469,7.6
现制中式面点,0.922,6
糖果,0.262,71
即食熟制品,1,4.5
蔬菜,0.766,5
笔类,1,2
蔬菜,0.696,6.56
蔬菜,0.116,3.56
蔬菜,1.349,3.96
蔬菜,0.663,3.8
饼干,0.218,19.8
饼干,1,7
即食熟制品,1,3.9
酱菜类,1,1.7
炒货,0.186,13.8
冲饮品,1,3
碳酸饮料,1,3
即食熟制品,1,10.9
糕点,1,18.9
常温乳品,16,2.7
饼干,0.546,19.8
糕点,0.242,39.8
服饰饰品,1,20
鸭产品,0.466,31.6
糕点,0.24,51.6
饼干,1,1.5
糕点,1,5.3
冷藏乳品,1,15.5
蔬菜,0.472,12
蔬菜,0.404,3.8
糖果,1,0.5
蔬菜,1.178,3.96
蔬菜,2.954,1.96
饼干,0.284,19.8
蔬菜,0.543,5.8
水果,2,10
膨化点心,1,5.3
糕点,0.426,39.6
鸭产品,0.486,31.6
糕点,0.24,27.8
蜜饯,0.372,33.8
蔬菜,1.151,2.56
蔬菜,0.36,18
水果,0.849,3.18
酱菜类,1,0.5
南北干货,1,20.3
蔬菜,0.492,5.8
蔬菜,1,30
蔬菜,4,2
现制中式面点,8,0.5
卫生巾,1,5.9
饼干,1,3.9
炒货,1,3.9
冷冻汤圆,1,5.9
蛋类,0.892,6.78
蛋类,1.678,6.78
食用油,1,29.5
调味酱,1,7.7
猪肉,1.196,35
蔬菜,0.364,9.6
蔬菜,0.454,5
蔬菜,0.333,5.56
蛋类,0.956,6.78
桶杯装速食面,1,3.9
现制中式面点,0.299,6
蔬菜,0.78,9
蔬菜,0.361,5.6
酱菜类,1,0.5
蔬菜,0.234,9.6
蔬菜,0.5,2.58
纸尿裤,1,17.7
即食熟制品,0.256,59
冷藏肉制品,1,23.7
常温肉制品,1,13.3
蔬菜,0.454,9.6
蔬菜,0.804,1.96
蛋类,0.442,19
蔬菜,0.366,16
蔬菜,0.534,5.8
蔬菜,0.386,9
袋装速食面组,1,7.7
即食熟制品,1,3.5
加工豆类,0.18,27.2
饼干,0.2,19.6
冲饮品,1,3.5
蔬菜,0.215,7.96
糖果,3,1
糖果,1,1
果汁饮料,1,11.3
蔬菜,0.072,4.98
糕点,0.572,39.6
液体调料,1,12.9
糕点,1,13.7
卤制熟食,0.23,40
水果,1.012,5.96
冷藏乳品,1,9.9
糕点,0.238,51.6
调味酱,1,6.7
蔬菜,1,4.98
蔬菜,0.514,5.8
蔬菜,0.098,12
盐/糖,1,6.8
蔬菜,0.271,1.76
蛋类,0.884,6.78
液体调料,1,3.8
即食熟制品,1,3.9
巧克力,1,19.9
蜜饯,0.742,33.8
水果,0.743,3.18
常温乳品,10,2.1
蛋类,1.192,19.8
蔬菜,0.25,5.6
蔬菜,0.882,3.96
水果,1.676,2
蛋类,0.934,6.78
膨化点心,1,5.5
其他国产酒,1,9.9
常温肉制品,1,16.3
袋装速食面组,1,11.9
酱菜类,4,0.5
蛋类,1.756,6.78
水果,0.586,17.6
蔬菜,0.296,5.98
蔬菜,0.444,9
水果,1.216,5.96
加工豆类,2,1.5
冰鲜水产,0.252,30
卫生巾,1,8.7
饼干,1,2.7
饼干,1,3.3
炒货,1,4.3
无糖食品,1,32
卤制熟食,0.138,90
蔬菜,0.208,7.96
即食熟制品,1,10.5
口香糖,1,4.7
卫生巾,1,6.9
蔬菜,0.248,3.56
南北干货,0.298,37.8
蔬菜,0.5,4
饼干,1,3.9
蔬菜,0.37,4
即食熟制品,1,3.9
蔬菜,0.662,1.8
炒货,0.312,29.6
蔬菜,0.308,5.8
冷藏肉制品,1,19.3
袋装速食面,1,3.5
蔬菜,0.64,7.96
蔬菜,0.442,7.8
打扫用品,1,10
冲调食品,1,11.7
蔬菜,0.874,1.48
食用油,1,42.9
冷藏乳品,1,11.8
调味料,1,8.5
膨化点心,1,3.5
蔬菜,0.585,2.56
罐头,1,6.7
蔬菜,0.678,7.96
罐头,1,5.9
桶杯装速食面,1,3
袋装速食面组,1,7.5
蔬菜,1,4.98
蔬菜,0.334,5
炒货,0.334,11.8
蔬菜,0.214,7.96
鸡产品,0.504,19.6
糕点,0.708,25
口香糖,1,10.9
袋装速食面组,1,14.7
冷冻汤圆,1,8.3
炒货,0.296,11.8
常温乳品,12,5.5
鸡产品,0.808,35.8
婴幼儿用品,1,9.9
蛋类,0.886,6.78
蔬菜,0.162,7.96
水果,1.246,5.96
酱菜类,1,0.5
蜂蜜/面包酱,1,29.9
腌腊制品,1,37.9
国产白酒,1,23.7
蔬菜,0.29,9
浴厕厨清洁剂,1,7.9
加工豆类,0.286,9.96
蔬菜,0.272,7.96
茶饮料,1,2.5
加工豆类,2,1.5
外送面包糕点,1,5.3
纸制品,1,15.5
煮食面/粉,1,2.7
冷冻水饺,1,9.3
蔬菜,0.865,6.56
蔬菜,4,2
卤制熟食,0.224,40
蔬菜,0.278,15.6
冷藏乳品,1,6.9
蔬菜,0.72,1.6
灯具光源,1,11.5
盐/糖,1,2.3
水果,1.054,10
膨化点心,1,8.5
炒货,1,8.7
糖果,0.048,87.8
冷冻点心,1,6.3
水果,1.27,17.8
啤酒,4,2.5
水果,0.855,5.96
冲饮品,1,3
巧克力,1,13.5
饼干,1,1.5
蔬菜,0.643,4
蔬菜,0.574,9
水果,1.586,3.98
蔬菜,0.318,18
南北干货,0.15,99
浴厕厨清洁剂,1,18.9
饼干,1,3.9
纸制品,1,15.9
五谷杂粮,7.545,4.2
水果,0.58,19.8
冷藏肉制品,1,10.7
膨化点心,1,3.3
香烟,1,16
蔬菜,0.444,3.96
饼干,1,29.9
蔬菜,0.244,5.6
蛋类,2.672,6.78
果汁饮料,1,12.9
常温乳品,24,3
猪肉,0.562,27.8
加工豆类,0.29,7.76
蔬菜,0.737,2.56
蔬菜,0.565,2.58
加工豆类,1,2
炒货,0.122,71.8
常温肉制品,1,16.3
饼干,1,18.9
笔类,1,1.7
常温乳品,5,2.7
卫生巾,1,5.3
蔬菜,0.413,7.96
化妆品,1,27.9
鸡产品,0.384,35.8
笔类,1,8.3
即食熟制品,0.26,60
蔬菜,0.536,1.98
蔬菜,0.457,2.56
巧克力,1,109.9
液体调料,1,2.9
笔类,1,6.5
蔬菜,0.448,5.6
凉拌熟食,0.001,20
蔬菜,0.74,6.56
蔬菜,0.73,6.56
中式熟菜,0.284,28
炒货,1,3.2
现制中式面点,0.46,6
蛋类,0.92,6.78
水果,0.84,10
蛋类,0.89,6.78
盐/糖,1,7.9
蔬菜,0.309,2.56
蔬菜,0.28,7.6
加工豆类,1,2
卤制熟食,0.178,90
现制中式面点,0.56,6
洗护发用品,1,14.9
蔬菜,0.314,9.6
凉拌熟食,0.652,20
蔬菜,0.424,18
蔬菜,1.07,2.56
酱菜类,1,1.7
蔬菜,0.308,3.96
常温乳品,4,2.8
蔬菜,0.37,9.96
水果,0.57,10
罐头,1,9.5
蔬菜,0.42,2.56
膨化点心,1,3.7
无糖食品,0.24,24
水果,0.706,10
水果,0.348,23
常温肉制品,1,16.3
蔬菜,0.432,16
蔬菜,1,5.5
蛋类,0.288,8.5
蔬菜,0.466,9
蔬菜,1,4.98
盐/糖,1,2.3
袋装速食面组,1,14.7
饼干,1,6.7
酱菜类,1,2.7
毛巾,1,12.9
冷藏肉制品,1,5.7
蔬菜,4,2
冷冻汤圆,1,8.3
蛋类,0.776,6.78
蛋类,0.432,8.5
蔬菜,0.969,3.96
现制中式面点,2,1
猪肉,1.124,25.8
蔬菜,0.206,9
常温乳品,16,2.1
袋装速食面组,1,14.7
饼干,1,5.3
饼干,1,6.7
食用油,1,36.9
常温乳品,12,4.9
密胺餐具,1,10
洗衣用品,1,24.9
蛋类,0.834,6.78
蔬菜,0.56,12
蔬菜,0.211,7.96
茶饮料,1,2.5
洗衣用品,1,9.9
蔬菜,0.488,12
炒货,0.21,13.8
常温乳品,16,2.1
蔬菜,1,4.98
蔬菜,0.538,1.8
蔬菜,0.728,6.56
蔬菜,0.454,6.56
冷藏肉制品,1,7.7
冲调食品,1,25.7
蜂蜜/面包酱,1,76
蔬菜,0.432,6
男袜,1,5.9
蔬菜,0.206,9
液体调料,1,4.8
常温乳品,24,3
蔬菜,0.759,2.56
蔬菜,0.938,6.56
蔬菜,0.326,3.96
黄酒,1,11.3
水果,0.792,11.98
蔬菜,0.148,5.56
蔬菜,0.83,1.8
洗衣用品,1,35.9
蔬菜,0.907,1.98
膨化点心,1,16.9
猪肉,0.396,29.8
猪肉,0.204,29.8
蔬菜,0.424,18
冲饮品,1,3
蔬菜,1.092,2.56
冷藏乳品,1,12.9
蔬菜,0.431,5.98
五谷杂粮,1,7.9
蔬菜,1.028,2.58
纸制品,1,16.5
调味酱,1,9.9
蔬菜,0.392,5.56
无糖食品,1,11.8
蔬菜,0.266,18
剃须护理用品,1,15.9
猪肉,0.45,19.8
五谷杂粮,1.006,10.8
酱菜类,20,1.7
男袜,1,11.5
蔬菜,0.478,7.6
常温乳品,24,3
蔬菜,0.424,9.96
酱菜类,4,0.5
液体调料,1,4.9
蔬菜,0.075,5.98
蔬菜,-0.001,2.78
蔬菜,0.001,2.78
盐/糖,1,2.3
酱菜类,1,2.3
五谷杂粮,2.157,5.58
膨化点心,1,7.9
现制中式面点,4,0.5
五谷杂粮,1,21.9
蔬菜,0.506,6.56
蔬菜,0.37,7.6
糕点,0.178,33.8
猪肉,1.074,25.8
冷藏乳品,1,5.5
蔬菜,0.278,5.98
猪肉,0.274,19.8
蔬菜,0.264,7.6
蔬菜,0.238,3.56
加工豆类,1,2
蔬菜,0.484,4
冷藏乳品,1,12.9
蔬菜,0.374,5.8
洗护发用品,1,47
盐/糖,1,7.9
冷冻汤圆,1,5.9
猪肉,0.23,29.8
五谷杂粮,0.864,5.9
国产白酒,5,79.9
蔬菜,0.294,9.6
饼干,1,4.7
其它加工,0.22,2
水果,1.088,5.96
蔬菜,0.198,2.78
蜜饯,0.21,25.8
凉拌熟食,0.001,20
膨化点心,1,3.4
常温乳品,1,2
酱菜类,1,2.3
卤制熟食,0.13,90
蜜饯,1,9.7
蜜饯,1,8.3
蜜饯,1,14.9
现制中式面点,4,0.5
饼干,1,29.9
保养用品,1,18.9
蔬菜,0.276,9.6
五谷杂粮,1,76.9
猪肉,1.304,35
蔬菜,0.616,5.8
水果,2.884,17.8
盐/糖,1,2.3
口香糖,1,10
蔬菜,0.597,2.56
加工豆类,0.208,21.6
蔬菜,0.212,3.96
常温肉制品,1,3.3
水果,1.428,17.6
水果,1.197,17.8
蔬菜,0.388,1.48
冷藏肉制品,1,7.3
女袜,1,6.9
男袜,1,5
国产白酒,1,16.9
即食熟制品,1,12.9
五谷杂粮,1.202,9.9
五谷杂粮,4.186,5.58
纸制品,1,11.7
凉拌熟食,0.001,20
蔬菜,0.654,5.6
蔬菜,0.442,6.56
蔬菜,0.328,1.98
现制中式面点,0.268,6
猪肉,1.124,25.8
蔬菜,0.222,9.6
水果,0.458,30
蔬菜,0.204,6
现制中式面点,0.397,6
蔬菜,0.444,3.8
无糖食品,0.19,18
蔬菜,2,4.98
蔬菜,0.511,3.96
煮食面/粉,1,8.5
冷藏乳品,1,12.9
蔬菜,0.768,2.56
现制中式面点,4,1
罐头,1,3.2
冷藏肉制品,1,10.7
蔬菜,1.329,3.96
蔬菜,0.546,5.8
液体调料,1,4.8
袋装速食面组,1,7.7
酱菜类,1,2.3
蔬菜,0.488,9.6
罐头,1,3.7
水果,0.428,17.6
香烟,2,48
水果,0.98,17.8
蔬菜,0.438,2.56
冷藏肉制品,1,16.9
罐头,1,3.9
卫生巾,1,2.9
水果,0.68,15.98
蔬菜,0.526,6.56
水果,1.434,11.98
水果,1.218,17.6
纸制品,1,10.9
冷藏肉制品,1,12.5
袋装速食面,1,1.3
酱菜类,0.186,13.8
蔬菜,0.863,5.8
袋装速食面组,1,11.3
蔬菜,0.386,6.56
洗衣用品,1,4.7
常温肉制品,1,16.3
蔬菜,0.176,7.6
蔬菜,0.084,16.8
蛋类,0.862,6.78
糕点,1,9.9
膨化点心,1,2.3
冷藏乳品,1,8
饼干,1,5.3
常温乳品,12,7.1
现制中式面点,4,1
煮食面/粉,1,2.9
调味料,1,1.3
常温乳品,12,5.5
膨化点心,1,2.3
饼干,1,3.7
盐/糖,1,2.3
蔬菜,1.382,1.98
蔬菜,0.11,3.56
蔬菜,0.202,9.6
蔬菜,0.418,9.96
蛋类,1.286,6.78
水果,2.154,17.8
国产白酒,1,69.7
笔类,1,2.3
盐/糖,1,5.9
糕点,1,10.9
卫生巾,1,5.7
调味酱,1,3.7
蔬菜,0.465,4
加工豆类,0.592,2.96
现制中式面点,4,0.5
蔬菜,0.326,5
蔬菜,0.176,9.6
炒货,0.572,11.8
蔬菜,0.51,3.8
煮食面/粉,1,4.7
水果,0.814,6.98
蔬菜,0.24,9.6
蔬菜,1.034,7.6
冲饮品,1,4.2
膨化点心,1,2.7
常温肉制品,1,13.3
蔬菜,0.349,5.8
蔬菜,0.49,5
膨化点心,0.338,27.8
炒货,0.174,19.8
蔬菜,0.224,9
蔬菜,0.367,2.56
饼干,1,4.7
蔬菜,0.568,7.8
蔬菜,0.52,6.56
乳饮料,6,4
调味料,1,13.3
冷冻汤圆,1,3.9
蔬菜,0.36,9.6
加工豆类,0.292,6.96
无糖食品,0.152,34
水果,1,7
常温乳品,24,3
液体调料,1,1.3
膨化点心,1,3.9
猪肉,0.448,19.8
罐头,12,3.3
五谷杂粮,1,19.9
蛋类,0.896,6.78
蛋类,1,18.5
蔬菜,0.404,5.8
蔬菜,0.534,12
蔬菜,1.124,1.8
洗衣用品,1,7.9
蔬菜,0.406,3.98
冷藏乳品,1,11.9
无糖食品,1,11.8
调味料,1,13.3
膨化点心,1,2.7
一次性用品,1,2.5
蛋类,0.43,8.5
蛋类,0.846,6.78
桶杯装速食面,1,5.5
蛋类,2.122,6.78
卫生巾,1,7.9
蔬菜,0.511,2.56
蔬菜,1,4.98
蔬菜,0.446,5
其它加工,0.234,2
蔬菜,0.3,16
蔬菜,0.452,5.8
水果,0.672,9.98
巧克力,1,11.9
纸制品,1,3.9
纸尿裤,1,158
鸡产品,0.534,35.8
调味油,1,6.9
即食熟制品,1,9.9
炒货,1,8.7
冷藏乳品,1,12.9
猪肉,0.636,41.8
蔬菜,0.78,16
调味酱,1,7.3
果汁饮料,1,3.5
冲饮品,1,8.9
糕点,0.428,19.6
调味酱,1,3.3
水果,0.426,17.6
加工豆类,1,2
冷藏乳品,1,15.9
蔬菜,0.25,3.96
蔬菜,0.378,1.76
蔬菜,0.4,1.8
炒货,1,8.7
蛋类,1.012,6.78
加工豆类,0.582,2.96
冷冻水饺,1,10.3
蛋类,0.412,8.5
猪肉,0.482,27.8
纸制品,1,6.7
蛋类,2.284,19.2
煮食面/粉,1,4.3
五谷杂粮,0.864,5.9
加工豆类,1,1.5
纸制品,1,6.9
蔬菜,0.284,5.6
蔬菜,0.31,7.8
水果,0.786,9.96
外送面包糕点,0.252,17.8
膨化点心,1,8.7
蔬菜,0.338,5.8
水果,2.714,10
常温乳品,24,3
蔬菜,0.396,5.6
蔬菜,0.548,16
罐头,1,14.9
蔬菜,0.244,6.56
蔬菜,0.294,6.56
加工豆类,0.602,2.96
料理切具,1,8
蛋类,0.83,6.78
蔬菜,0.624,5.8
蔬菜,0.756,6.56
蔬菜,0.124,5
保鲜用品,1,4
膨化点心,1,7.9
其它加工,1.42,2
蔬菜,0.182,6
蔬菜,0.27,3.96
蛋类,0.288,8.5
蔬菜,0.464,5
蔬菜,0.838,2.58
液体调料,1,12.3
饼干,1,98
蔬菜,0.79,7.6
即食熟制品,1,5.9
冷冻汤圆,1,8.3
蔬菜,0.342,9
常温乳品,16,2.7
袋装速食面,1,1.5
五谷杂粮,2.98,5.58
酱菜类,1,1.5
水果,0.686,17.6
蔬菜,0.366,5.8
蔬菜,1.324,5.56
洗护发用品,1,42.9
蔬菜,0.195,7.6
蔬菜,0.326,6.56
液体调料,1,8.2
口香糖,1,16
口腔卫生用品,1,15.9
水果,1.044,9.98
蔬菜,1.012,12
蔬菜,1,18
冷藏乳品,1,12.9
糖果,1,13.9
蔬菜,0.824,9.96
酱菜类,1,0.5
南北干货,0.208,70
袋装速食面组,1,14.7
水果,1.214,4
蛋类,0.424,8.5
袋装速食面组,1,14.7
即食熟制品,1,1
即食熟制品,1,9.5
饼干,1,3.7
蔬菜,0.426,5.6
蔬菜,0.58,6
口腔卫生用品,1,18.9
水果,1.389,5.96
蔬菜,0.344,9.6
纸制品,1,6.9
卫生巾,1,6
液体调料,1,6.7
袋装速食面,1,1.5
蔬菜,0.728,9.96
蔬菜,0.472,3.96
粘合用品,1,3.5
冷藏乳品,1,12.8
蔬菜,0.221,3.96
常温乳品,1,2.7
纸制品,1,6.9
无糖食品,1,20
洗衣用品,1,23.9
酱菜类,1,1.7
饼干,1,4.5
厨房整理,1,13
茶饮料,1,3
婴幼儿用品,1,2.9
液体调料,1,5.9
蔬菜,0.342,16.8
蔬菜,0.188,5.6
饼干,0.312,19.8
蔬菜,0.642,1.8
炒货,0.33,13.8
猪肉,0.23,29.8
蛋类,0.424,8.5
卫生巾,1,4.7
即食熟制品,1,12.5
卫生巾,1,8.9
水果,1.218,11.98
加工豆类,0.392,2.96
液体调料,1,6.9
芳香防霉剂,1,11.9
常温乳品,1,66
加工肉类,0.15,25.8
冷藏乳品,1,7.5
乳饮料,1,4.7
洗衣用品,1,28.7
蛋类,0.998,6.78
炒货,0.418,11.8
蔬菜,4,2
水果,0.656,10
酱菜类,1,5.9
洗衣用品,1,4.7
加工豆类,0.164,9.96
炒货,0.27,13.8
笔类,1,1.5
